F = 1.000000 | I = 2136 | calculated 0.000234
F = -1.000000 | I = 2137 | calculated -0.000234
F = 1.000000 | I = 2138 | calculated 0.000234
F = -1.000000 | I = 2139 | calculated -0.000234
F = 1.000000 | I = 2140 | calculated 0.000234
F = -1.000000 | I = 2141 | calculated -0.000233
F = 1.000000 | I = 2142 | calculated 0.000233
F = -1.000000 | I = 2143 | calculated -0.000233
F = 1.000000 | I = 2144 | calculated 0.000233
F = -1.000000 | I = 2145 | calculated -0.000233
F = 1.000000 | I = 2146 | calculated 0.000233
F = -1.000000 | I = 2147 | calculated -0.000233
F = 1.000000 | I = 2148 | calculated 0.000233
F = -1.000000 | I = 2149 | calculated -0.000233
F = 1.000000 | I = 2150 | calculated 0.000233
F = -1.000000 | I = 2151 | calculated -0.000232
F = 1.000000 | I = 2152 | calculated 0.000232
F = -1.000000 | I = 2153 | calculated -0.000232
F = 1.000000 | I = 2154 | calculated 0.000232
F = -1.000000 | I = 2155 | calculated -0.000232
F = 1.000000 | I = 2156 | calculated 0.000232
F = -1.000000 | I = 2157 | calculated -0.000232
F = 1.000000 | I = 2158 | calculated 0.000232
F = -1.000000 | I = 2159 | calculated -0.000232
F = 1.000000 | I = 2160 | calculated 0.000231
F = -1.000000 | I = 2161 | calculated -0.000231
F = 1.000000 | I = 2162 | calculated 0.000231
F = -1.000000 | I = 2163 | calculated -0.000231
F = 1.000000 | I = 2164 | calculated 0.000231
F = -1.000000 | I = 2165 | calculated -0.000231
F = 1.000000 | I = 2166 | calculated 0.000231
F = -1.000000 | I = 2167 | calculated -0.000231
F = 1.000000 | I = 2168 | calculated 0.000231
F = -1.000000 | I = 2169 | calculated -0.000230
F = 1.000000 | I = 2170 | calculated 0.000230
F = -1.000000 | I = 2171 | calculated -0.000230
F = 1.000000 | I = 2172 | calculated 0.000230
F = -1.000000 | I = 2173 | calculated -0.000230
F = 1.000000 | I = 2174 | calculated 0.000230
F = -1.000000 | I = 2175 | calculated -0.000230
F = 1.000000 | I = 2176 | calculated 0.000230
F = -1.000000 | I = 2177 | calculated -0.000230
F = 1.000000 | I = 2178 | calculated 0.000230
F = -1.000000 | I = 2179 | calculated -0.000229
F = 1.000000 | I = 2180 | calculated 0.000229
F = -1.000000 | I = 2181 | calculated -0.000229
F = 1.000000 | I = 2182 | calculated 0.000229
F = -1.000000 | I = 2183 | calculated -0.000229
F = 1.000000 | I = 2184 | calculated 0.000229
F = -1.000000 | I = 2185 | calculated -0.000229
F = 1.000000 | I = 2186 | calculated 0.000229
F = -1.000000 | I = 2187 | calculated -0.000229
F = 1.000000 | I = 2188 | calculated 0.000228
F = -1.000000 | I = 2189 | calculated -0.000228
F = 1.000000 | I = 2190 | calculated 0.000228
F = -1.000000 | I = 2191 | calculated -0.000228
F = 1.000000 | I = 2192 | calculated 0.000228
F = -1.000000 | I = 2193 | calculated -0.000228
F = 1.000000 | I = 2194 | calculated 0.000228
F = -1.000000 | I = 2195 | calculated -0.000228
F = 1.000000 | I = 2196 | calculated 0.000228
F = -1.000000 | I = 2197 | calculated -0.000228
F = 1.000000 | I = 2198 | calculated 0.000227
F = -1.000000 | I = 2199 | calculated -0.000227
F = 1.000000 | I = 2200 | calculated 0.000227
F = -1.000000 | I = 2201 | calculated -0.000227
F = 1.000000 | I = 2202 | calculated 0.000227
F = -1.000000 | I = 2203 | calculated -0.000227
F = -1.000000 | I = 2205 | calculated -0.000227
F = 1.000000 | I = 2204 | calculated 0.000227
F = 1.000000 | I = 2206 | calculated 0.000227
F = -1.000000 | I = 2207 | calculated -0.000227
F = 1.000000 | I = 2208 | calculated 0.000226
F = -1.000000 | I = 2209 | calculated -0.000226
F = 1.000000 | I = 2210 | calculated 0.000226
F = -1.000000 | I = 2211 | calculated -0.000226
F = 1.000000 | I = 2212 | calculated 0.000226
F = -1.000000 | I = 2213 | calculated -0.000226
F = 1.000000 | I = 2214 | calculated 0.000226
F = -1.000000 | I = 2215 | calculated -0.000226
F = 1.000000 | I = 2216 | calculated 0.000226
F = -1.000000 | I = 2217 | calculated -0.000225
F = 1.000000 | I = 2218 | calculated 0.000225
F = -1.000000 | I = 2219 | calculated -0.000225
F = 1.000000 | I = 2220 | calculated 0.000225
F = -1.000000 | I = 2221 | calculated -0.000225
F = 1.000000 | I = 2222 | calculated 0.000225
F = -1.000000 | I = 2223 | calculated -0.000225
F = 1.000000 | I = 2224 | calculated 0.000225
F = -1.000000 | I = 2225 | calculated -0.000225
F = 1.000000 | I = 2226 | calculated 0.000225
F = -1.000000 | I = 2227 | calculated -0.000224
F = 1.000000 | I = 2228 | calculated 0.000224
F = -1.000000 | I = 2229 | calculated -0.000224
F = 1.000000 | I = 2230 | calculated 0.000224
F = -1.000000 | I = 2231 | calculated -0.000224
F = 1.000000 | I = 2232 | calculated 0.000224
F = -1.000000 | I = 2233 | calculated -0.000224
F = 1.000000 | I = 2234 | calculated 0.000224
F = -1.000000 | I = 2235 | calculated -0.000224
F = 1.000000 | I = 2236 | calculated 0.000224
F = -1.000000 | I = 2237 | calculated -0.000223
F = 1.000000 | I = 2238 | calculated 0.000223
F = -1.000000 | I = 2239 | calculated -0.000223
F = 1.000000 | I = 2240 | calculated 0.000223
F = -1.000000 | I = 2241 | calculated -0.000223
F = 1.000000 | I = 2242 | calculated 0.000223
F = -1.000000 | I = 2243 | calculated -0.000223
F = 1.000000 | I = 2244 | calculated 0.000223
F = -1.000000 | I = 2245 | calculated -0.000223
F = 1.000000 | I = 2246 | calculated 0.000223
F = -1.000000 | I = 2247 | calculated -0.000222
F = 1.000000 | I = 2248 | calculated 0.000222
F = -1.000000 | I = 2249 | calculated -0.000222
F = 1.000000 | I = 2250 | calculated 0.000222
F = -1.000000 | I = 2251 | calculated -0.000222
F = 1.000000 | I = 2252 | calculated 0.000222
F = -1.000000 | I = 2253 | calculated -0.000222
F = 1.000000 | I = 2254 | calculated 0.000222
F = -1.000000 | I = 2255 | calculated -0.000222
F = 1.000000 | I = 2256 | calculated 0.000222
F = -1.000000 | I = 2257 | calculated -0.000221
F = 1.000000 | I = 2258 | calculated 0.000221
F = -1.000000 | I = 2259 | calculated -0.000221
F = 1.000000 | I = 2260 | calculated 0.000221
F = -1.000000 | I = 2261 | calculated -0.000221
F = 1.000000 | I = 2262 | calculated 0.000221
F = -1.000000 | I = 2263 | calculated -0.000221
F = 1.000000 | I = 2264 | calculated 0.000221
F = -1.000000 | I = 2265 | calculated -0.000221
F = 1.000000 | I = 2266 | calculated 0.000221
F = -1.000000 | I = 2267 | calculated -0.000221
F = 1.000000 | I = 2268 | calculated 0.000220
F = -1.000000 | I = 2269 | calculated -0.000220
F = 1.000000 | I = 2270 | calculated 0.000220
F = -1.000000 | I = 2271 | calculated -0.000220
F = 1.000000 | I = 2272 | calculated 0.000220
F = -1.000000 | I = 2273 | calculated -0.000220
F = 1.000000 | I = 2274 | calculated 0.000220
F = -1.000000 | I = 2275 | calculated -0.000220
F = 1.000000 | I = 2276 | calculated 0.000220
F = -1.000000 | I = 2277 | calculated -0.000220
F = 1.000000 | I = 2278 | calculated 0.000219
F = -1.000000 | I = 2279 | calculated -0.000219
F = 1.000000 | I = 2280 | calculated 0.000219
F = -1.000000 | I = 2281 | calculated -0.000219
F = 1.000000 | I = 2282 | calculated 0.000219
F = -1.000000 | I = 2283 | calculated -0.000219
F = 1.000000 | I = 2284 | calculated 0.000219
F = -1.000000 | I = 2285 | calculated -0.000219
F = 1.000000 | I = 2286 | calculated 0.000219
F = -1.000000 | I = 2287 | calculated -0.000219
F = 1.000000 | I = 2288 | calculated 0.000218
F = -1.000000 | I = 2289 | calculated -0.000218
F = 1.000000 | I = 2290 | calculated 0.000218
F = 1.000000 | I = 2292 | calculated 0.000218
F = -1.000000 | I = 2291 | calculated -0.000218
F = -1.000000 | I = 2293 | calculated -0.000218
F = 1.000000 | I = 2294 | calculated 0.000218
F = -1.000000 | I = 2295 | calculated -0.000218
F = 1.000000 | I = 2296 | calculated 0.000218
F = -1.000000 | I = 2297 | calculated -0.000218
F = 1.000000 | I = 2298 | calculated 0.000218
F = -1.000000 | I = 2299 | calculated -0.000217
F = 1.000000 | I = 2300 | calculated 0.000217
F = -1.000000 | I = 2301 | calculated -0.000217
F = 1.000000 | I = 2302 | calculated 0.000217
F = -1.000000 | I = 2303 | calculated -0.000217
F = 1.000000 | I = 2304 | calculated 0.000217
F = -1.000000 | I = 2305 | calculated -0.000217
F = 1.000000 | I = 2306 | calculated 0.000217
F = -1.000000 | I = 2307 | calculated -0.000217
F = 1.000000 | I = 2308 | calculated 0.000217
F = -1.000000 | I = 2309 | calculated -0.000216
F = 1.000000 | I = 2310 | calculated 0.000216
F = -1.000000 | I = 2311 | calculated -0.000216
F = 1.000000 | I = 2312 | calculated 0.000216
F = -1.000000 | I = 2313 | calculated -0.000216
F = 1.000000 | I = 2314 | calculated 0.000216
F = -1.000000 | I = 2315 | calculated -0.000216
F = 1.000000 | I = 2316 | calculated 0.000216
F = -1.000000 | I = 2317 | calculated -0.000216
F = 1.000000 | I = 2318 | calculated 0.000216
F = -1.000000 | I = 2319 | calculated -0.000216
F = 1.000000 | I = 2320 | calculated 0.000215
F = -1.000000 | I = 2321 | calculated -0.000215
F = 1.000000 | I = 2322 | calculated 0.000215
F = -1.000000 | I = 2323 | calculated -0.000215
F = 1.000000 | I = 2324 | calculated 0.000215
F = -1.000000 | I = 2325 | calculated -0.000215
F = 1.000000 | I = 2326 | calculated 0.000215
F = -1.000000 | I = 2327 | calculated -0.000215
F = 1.000000 | I = 2328 | calculated 0.000215
F = -1.000000 | I = 2329 | calculated -0.000215
F = 1.000000 | I = 2330 | calculated 0.000215
F = -1.000000 | I = 2331 | calculated -0.000214
F = 1.000000 | I = 2332 | calculated 0.000214
F = -1.000000 | I = 2333 | calculated -0.000214
F = 1.000000 | I = 2334 | calculated 0.000214
F = -1.000000 | I = 2335 | calculated -0.000214
F = 1.000000 | I = 2336 | calculated 0.000214
F = -1.000000 | I = 2337 | calculated -0.000214
F = 1.000000 | I = 2338 | calculated 0.000214
F = -1.000000 | I = 2339 | calculated -0.000214
F = 1.000000 | I = 2340 | calculated 0.000214
F = -1.000000 | I = 2341 | calculated -0.000214
F = 1.000000 | I = 2342 | calculated 0.000213
F = -1.000000 | I = 2343 | calculated -0.000213
F = 1.000000 | I = 2344 | calculated 0.000213
F = -1.000000 | I = 2345 | calculated -0.000213
F = 1.000000 | I = 2346 | calculated 0.000213
F = -1.000000 | I = 2347 | calculated -0.000213
F = 1.000000 | I = 2348 | calculated 0.000213
F = -1.000000 | I = 2349 | calculated -0.000213
F = 1.000000 | I = 2350 | calculated 0.000213
F = -1.000000 | I = 2351 | calculated -0.000213
F = 1.000000 | I = 2352 | calculated 0.000213
F = -1.000000 | I = 2353 | calculated -0.000212
F = 1.000000 | I = 2354 | calculated 0.000212
F = -1.000000 | I = 2355 | calculated -0.000212
F = 1.000000 | I = 2356 | calculated 0.000212
F = -1.000000 | I = 2357 | calculated -0.000212
F = 1.000000 | I = 2358 | calculated 0.000212
F = -1.000000 | I = 2359 | calculated -0.000212
F = 1.000000 | I = 2360 | calculated 0.000212
F = -1.000000 | I = 2361 | calculated -0.000212
F = 1.000000 | I = 2362 | calculated 0.000212
F = -1.000000 | I = 2363 | calculated -0.000212
F = 1.000000 | I = 2364 | calculated 0.000211
F = -1.000000 | I = 2365 | calculated -0.000211
F = 1.000000 | I = 2366 | calculated 0.000211
F = -1.000000 | I = 2367 | calculated -0.000211
F = 1.000000 | I = 2368 | calculated 0.000211
F = -1.000000 | I = 2369 | calculated -0.000211
F = 1.000000 | I = 2370 | calculated 0.000211
F = -1.000000 | I = 2371 | calculated -0.000211
F = 1.000000 | I = 2372 | calculated 0.000211
F = -1.000000 | I = 2373 | calculated -0.000211
F = 1.000000 | I = 2374 | calculated 0.000211
F = -1.000000 | I = 2375 | calculated -0.000210
F = 1.000000 | I = 2376 | calculated 0.000210
F = -1.000000 | I = 2377 | calculated -0.000210
F = 1.000000 | I = 2378 | calculated 0.000210
F = -1.000000 | I = 2379 | calculated -0.000210
F = 1.000000 | I = 2380 | calculated 0.000210
F = -1.000000 | I = 2381 | calculated -0.000210
F = 1.000000 | I = 2382 | calculated 0.000210
F = -1.000000 | I = 2383 | calculated -0.000210
F = 1.000000 | I = 2384 | calculated 0.000210
F = -1.000000 | I = 2385 | calculated -0.000210
F = 1.000000 | I = 2386 | calculated 0.000210
F = -1.000000 | I = 2387 | calculated -0.000209
F = 1.000000 | I = 2388 | calculated 0.000209
F = -1.000000 | I = 2389 | calculated -0.000209
F = 1.000000 | I = 2390 | calculated 0.000209
F = -1.000000 | I = 2391 | calculated -0.000209
F = 1.000000 | I = 2392 | calculated 0.000209
F = -1.000000 | I = 2393 | calculated -0.000209
F = 1.000000 | I = 2394 | calculated 0.000209
F = -1.000000 | I = 2395 | calculated -0.000209
F = 1.000000 | I = 2396 | calculated 0.000209
F = -1.000000 | I = 2397 | calculated -0.000209
F = 1.000000 | I = 2398 | calculated 0.000208
F = -1.000000 | I = 2399 | calculated -0.000208
F = 1.000000 | I = 2400 | calculated 0.000208
F = -1.000000 | I = 2401 | calculated -0.000208
F = 1.000000 | I = 2402 | calculated 0.000208
F = -1.000000 | I = 2403 | calculated -0.000208
F = 1.000000 | I = 2404 | calculated 0.000208
F = -1.000000 | I = 2405 | calculated -0.000208
F = 1.000000 | I = 2406 | calculated 0.000208
F = -1.000000 | I = 2407 | calculated -0.000208
F = 1.000000 | I = 2408 | calculated 0.000208
F = -1.000000 | I = 2409 | calculated -0.000208
F = 1.000000 | I = 2410 | calculated 0.000207
F = -1.000000 | I = 2411 | calculated -0.000207
F = 1.000000 | I = 2412 | calculated 0.000207
F = -1.000000 | I = 2413 | calculated -0.000207
F = 1.000000 | I = 2414 | calculated 0.000207
F = -1.000000 | I = 2415 | calculated -0.000207
F = 1.000000 | I = 2416 | calculated 0.000207
F = -1.000000 | I = 2417 | calculated -0.000207
F = 1.000000 | I = 2418 | calculated 0.000207
F = -1.000000 | I = 2419 | calculated -0.000207
F = 1.000000 | I = 2420 | calculated 0.000207
F = -1.000000 | I = 2421 | calculated -0.000206
F = 1.000000 | I = 2422 | calculated 0.000206
F = -1.000000 | I = 2423 | calculated -0.000206
F = 1.000000 | I = 2424 | calculated 0.000206
F = -1.000000 | I = 2425 | calculated -0.000206
F = 1.000000 | I = 2426 | calculated 0.000206
F = -1.000000 | I = 2427 | calculated -0.000206
F = 1.000000 | I = 2428 | calculated 0.000206
F = -1.000000 | I = 2429 | calculated -0.000206
F = 1.000000 | I = 2430 | calculated 0.000206
F = -1.000000 | I = 2431 | calculated -0.000206
F = 1.000000 | I = 2432 | calculated 0.000206
F = -1.000000 | I = 2433 | calculated -0.000205
F = 1.000000 | I = 2434 | calculated 0.000205
F = -1.000000 | I = 2435 | calculated -0.000205
F = 1.000000 | I = 2436 | calculated 0.000205
F = -1.000000 | I = 2437 | calculated -0.000205
F = 1.000000 | I = 2438 | calculated 0.000205
F = -1.000000 | I = 2439 | calculated -0.000205
F = 1.000000 | I = 2440 | calculated 0.000205
F = -1.000000 | I = 2441 | calculated -0.000205
F = 1.000000 | I = 2442 | calculated 0.000205
F = -1.000000 | I = 2443 | calculated -0.000205
F = 1.000000 | I = 2444 | calculated 0.000205
F = -1.000000 | I = 2445 | calculated -0.000204
F = 1.000000 | I = 2446 | calculated 0.000204
F = -1.000000 | I = 2447 | calculated -0.000204
F = 1.000000 | I = 2448 | calculated 0.000204
F = -1.000000 | I = 2449 | calculated -0.000204
F = 1.000000 | I = 2450 | calculated 0.000204
F = -1.000000 | I = 2451 | calculated -0.000204
F = 1.000000 | I = 2452 | calculated 0.000204
F = -1.000000 | I = 2453 | calculated -0.000204
F = 1.000000 | I = 2454 | calculated 0.000204
F = -1.000000 | I = 2455 | calculated -0.000204
F = 1.000000 | I = 2456 | calculated 0.000204
F = -1.000000 | I = 2457 | calculated -0.000203
F = 1.000000 | I = 2458 | calculated 0.000203
F = -1.000000 | I = 2459 | calculated -0.000203
F = 1.000000 | I = 2460 | calculated 0.000203
F = -1.000000 | I = 2461 | calculated -0.000203
F = 1.000000 | I = 2462 | calculated 0.000203
F = -1.000000 | I = 2463 | calculated -0.000203
F = 1.000000 | I = 2464 | calculated 0.000203
F = -1.000000 | I = 2465 | calculated -0.000203
F = 1.000000 | I = 2466 | calculated 0.000203
F = -1.000000 | I = 2467 | calculated -0.000203
F = 1.000000 | I = 2468 | calculated 0.000203
F = -1.000000 | I = 2469 | calculated -0.000202
F = 1.000000 | I = 2470 | calculated 0.000202
F = -1.000000 | I = 2471 | calculated -0.000202
F = 1.000000 | I = 2472 | calculated 0.000202
F = -1.000000 | I = 2473 | calculated -0.000202
F = 1.000000 | I = 2474 | calculated 0.000202
F = -1.000000 | I = 2475 | calculated -0.000202
F = 1.000000 | I = 2476 | calculated 0.000202
F = -1.000000 | I = 2477 | calculated -0.000202
F = 1.000000 | I = 2478 | calculated 0.000202
F = -1.000000 | I = 2479 | calculated -0.000202
F = 1.000000 | I = 2480 | calculated 0.000202
F = -1.000000 | I = 2481 | calculated -0.000201
F = 1.000000 | I = 2482 | calculated 0.000201
F = -1.000000 | I = 2483 | calculated -0.000201
F = 1.000000 | I = 2484 | calculated 0.000201
F = -1.000000 | I = 2485 | calculated -0.000201
F = 1.000000 | I = 2486 | calculated 0.000201
F = -1.000000 | I = 2487 | calculated -0.000201
F = 1.000000 | I = 2488 | calculated 0.000201
F = -1.000000 | I = 2489 | calculated -0.000201
F = 1.000000 | I = 2490 | calculated 0.000201
F = -1.000000 | I = 2491 | calculated -0.000201
F = 1.000000 | I = 2492 | calculated 0.000201
F = -1.000000 | I = 2493 | calculated -0.000201
F = 1.000000 | I = 2494 | calculated 0.000200
F = -1.000000 | I = 2495 | calculated -0.000200
F = 1.000000 | I = 2496 | calculated 0.000200
F = -1.000000 | I = 2497 | calculated -0.000200
F = 1.000000 | I = 2498 | calculated 0.000200
F = -1.000000 | I = 2499 | calculated -0.000200
F = 1.000000 | I = 2500 | calculated 0.000200
F = -1.000000 | I = 2501 | calculated -0.000200
F = 1.000000 | I = 2502 | calculated 0.000200
F = -1.000000 | I = 2503 | calculated -0.000200
F = 1.000000 | I = 2504 | calculated 0.000200
F = -1.000000 | I = 2505 | calculated -0.000200
F = 1.000000 | I = 2506 | calculated 0.000199
F = -1.000000 | I = 2507 | calculated -0.000199
F = 1.000000 | I = 2508 | calculated 0.000199
F = -1.000000 | I = 2509 | calculated -0.000199
F = 1.000000 | I = 2510 | calculated 0.000199
F = -1.000000 | I = 2511 | calculated -0.000199
F = 1.000000 | I = 2512 | calculated 0.000199
F = -1.000000 | I = 2513 | calculated -0.000199
F = 1.000000 | I = 2514 | calculated 0.000199
F = -1.000000 | I = 2515 | calculated -0.000199
F = 1.000000 | I = 2516 | calculated 0.000199
F = -1.000000 | I = 2517 | calculated -0.000199
F = 1.000000 | I = 2518 | calculated 0.000199
F = -1.000000 | I = 2519 | calculated -0.000198
F = 1.000000 | I = 2520 | calculated 0.000198
F = -1.000000 | I = 2521 | calculated -0.000198
F = 1.000000 | I = 2522 | calculated 0.000198
F = -1.000000 | I = 2523 | calculated -0.000198
F = 1.000000 | I = 2524 | calculated 0.000198
F = -1.000000 | I = 2525 | calculated -0.000198
F = 1.000000 | I = 2526 | calculated 0.000198
F = -1.000000 | I = 2527 | calculated -0.000198
F = 1.000000 | I = 2528 | calculated 0.000198
F = -1.000000 | I = 2529 | calculated -0.000198
F = 1.000000 | I = 2530 | calculated 0.000198
F = -1.000000 | I = 2531 | calculated -0.000198
F = 1.000000 | I = 2532 | calculated 0.000197
F = -1.000000 | I = 2533 | calculated -0.000197
F = 1.000000 | I = 2534 | calculated 0.000197
F = -1.000000 | I = 2535 | calculated -0.000197
F = 1.000000 | I = 2536 | calculated 0.000197
F = -1.000000 | I = 2537 | calculated -0.000197
F = 1.000000 | I = 2538 | calculated 0.000197
F = -1.000000 | I = 2539 | calculated -0.000197
F = 1.000000 | I = 2540 | calculated 0.000197
F = -1.000000 | I = 2541 | calculated -0.000197
F = 1.000000 | I = 2542 | calculated 0.000197
F = -1.000000 | I = 2543 | calculated -0.000197
F = 1.000000 | I = 2544 | calculated 0.000197
F = -1.000000 | I = 2545 | calculated -0.000196
F = 1.000000 | I = 2546 | calculated 0.000196
F = -1.000000 | I = 2547 | calculated -0.000196
F = 1.000000 | I = 2548 | calculated 0.000196
F = -1.000000 | I = 2549 | calculated -0.000196
F = 1.000000 | I = 2550 | calculated 0.000196
F = 1.000000 | I = 2552 | calculated 0.000196
F = -1.000000 | I = 2551 | calculated -0.000196
F = 1.000000 | I = 2554 | calculated 0.000196
F = -1.000000 | I = 2553 | calculated -0.000196
F = -1.000000 | I = 2555 | calculated -0.000196
F = 1.000000 | I = 2556 | calculated 0.000196
F = -1.000000 | I = 2557 | calculated -0.000196
F = 1.000000 | I = 2558 | calculated 0.000195
F = -1.000000 | I = 2559 | calculated -0.000195
F = 1.000000 | I = 2560 | calculated 0.000195
F = -1.000000 | I = 2561 | calculated -0.000195
F = 1.000000 | I = 2562 | calculated 0.000195
F = -1.000000 | I = 2563 | calculated -0.000195
F = 1.000000 | I = 2564 | calculated 0.000195
F = -1.000000 | I = 2565 | calculated -0.000195
F = 1.000000 | I = 2566 | calculated 0.000195
F = -1.000000 | I = 2567 | calculated -0.000195
F = 1.000000 | I = 2568 | calculated 0.000195
F = -1.000000 | I = 2569 | calculated -0.000195
F = 1.000000 | I = 2570 | calculated 0.000195
F = -1.000000 | I = 2571 | calculated -0.000194
F = 1.000000 | I = 2572 | calculated 0.000194
F = -1.000000 | I = 2573 | calculated -0.000194
F = 1.000000 | I = 2574 | calculated 0.000194
F = -1.000000 | I = 2575 | calculated -0.000194
F = 1.000000 | I = 2576 | calculated 0.000194
F = -1.000000 | I = 2577 | calculated -0.000194
F = 1.000000 | I = 2578 | calculated 0.000194
F = -1.000000 | I = 2579 | calculated -0.000194
F = 1.000000 | I = 2580 | calculated 0.000194
F = -1.000000 | I = 2581 | calculated -0.000194
F = 1.000000 | I = 2582 | calculated 0.000194
F = -1.000000 | I = 2583 | calculated -0.000194
F = 1.000000 | I = 2584 | calculated 0.000193
F = -1.000000 | I = 2585 | calculated -0.000193
F = 1.000000 | I = 2586 | calculated 0.000193
F = -1.000000 | I = 2587 | calculated -0.000193
F = 1.000000 | I = 2588 | calculated 0.000193
F = -1.000000 | I = 2589 | calculated -0.000193
F = 1.000000 | I = 2590 | calculated 0.000193
F = -1.000000 | I = 2591 | calculated -0.000193
F = 1.000000 | I = 2592 | calculated 0.000193
F = -1.000000 | I = 2593 | calculated -0.000193
F = 1.000000 | I = 2594 | calculated 0.000193
F = -1.000000 | I = 2595 | calculated -0.000193
F = 1.000000 | I = 2596 | calculated 0.000193
F = -1.000000 | I = 2597 | calculated -0.000192
F = 1.000000 | I = 2598 | calculated 0.000192
F = -1.000000 | I = 2599 | calculated -0.000192
F = 1.000000 | I = 2600 | calculated 0.000192
F = -1.000000 | I = 2601 | calculated -0.000192
F = 1.000000 | I = 2602 | calculated 0.000192
F = -1.000000 | I = 2603 | calculated -0.000192
F = 1.000000 | I = 2604 | calculated 0.000192
F = -1.000000 | I = 2605 | calculated -0.000192
F = 1.000000 | I = 2606 | calculated 0.000192
F = -1.000000 | I = 2607 | calculated -0.000192
F = 1.000000 | I = 2608 | calculated 0.000192
F = -1.000000 | I = 2609 | calculated -0.000192
F = 1.000000 | I = 2610 | calculated 0.000192
F = -1.000000 | I = 2611 | calculated -0.000191
F = 1.000000 | I = 2612 | calculated 0.000191
F = -1.000000 | I = 2613 | calculated -0.000191
F = 1.000000 | I = 2614 | calculated 0.000191
F = -1.000000 | I = 2615 | calculated -0.000191
F = 1.000000 | I = 2616 | calculated 0.000191
F = -1.000000 | I = 2617 | calculated -0.000191
F = -1.000000 | I = 2619 | calculated -0.000191
F = 1.000000 | I = 2622 | calculated 0.000191
F = 1.000000 | I = 2618 | calculated 0.000191
F = -1.000000 | I = 2621 | calculated -0.000191
F = 1.000000 | I = 2620 | calculated 0.000191
F = -1.000000 | I = 2623 | calculated -0.000191
F = 1.000000 | I = 2624 | calculated 0.000191
F = 1.000000 | I = 2626 | calculated 0.000190
F = -1.000000 | I = 2625 | calculated -0.000190
F = -1.000000 | I = 2627 | calculated -0.000190
F = 1.000000 | I = 2628 | calculated 0.000190
F = -1.000000 | I = 2629 | calculated -0.000190
F = 1.000000 | I = 2630 | calculated 0.000190
F = -1.000000 | I = 2631 | calculated -0.000190
F = 1.000000 | I = 2632 | calculated 0.000190
F = -1.000000 | I = 2633 | calculated -0.000190
F = 1.000000 | I = 2634 | calculated 0.000190
F = -1.000000 | I = 2635 | calculated -0.000190
F = 1.000000 | I = 2636 | calculated 0.000190
F = -1.000000 | I = 2637 | calculated -0.000190
F = 1.000000 | I = 2638 | calculated 0.000190
F = -1.000000 | I = 2641 | calculated -0.000189
F = 1.000000 | I = 2642 | calculated 0.000189
F = -1.000000 | I = 2639 | calculated -0.000189
F = -1.000000 | I = 2643 | calculated -0.000189
F = 1.000000 | I = 2640 | calculated 0.000189
F = 1.000000 | I = 2644 | calculated 0.000189
F = -1.000000 | I = 2645 | calculated -0.000189
F = 1.000000 | I = 2646 | calculated 0.000189
F = -1.000000 | I = 2647 | calculated -0.000189
F = 1.000000 | I = 2648 | calculated 0.000189
F = -1.000000 | I = 2649 | calculated -0.000189
F = 1.000000 | I = 2650 | calculated 0.000189
F = -1.000000 | I = 2651 | calculated -0.000189
F = 1.000000 | I = 2652 | calculated 0.000189
F = -1.000000 | I = 2653 | calculated -0.000188
F = 1.000000 | I = 2654 | calculated 0.000188
F = -1.000000 | I = 2655 | calculated -0.000188
F = 1.000000 | I = 2656 | calculated 0.000188
F = -1.000000 | I = 2657 | calculated -0.000188
F = 1.000000 | I = 2658 | calculated 0.000188
F = -1.000000 | I = 2659 | calculated -0.000188
F = 1.000000 | I = 2660 | calculated 0.000188
F = -1.000000 | I = 2661 | calculated -0.000188
F = 1.000000 | I = 2662 | calculated 0.000188
F = -1.000000 | I = 2663 | calculated -0.000188
F = 1.000000 | I = 2664 | calculated 0.000188
F = -1.000000 | I = 2665 | calculated -0.000188
F = 1.000000 | I = 2666 | calculated 0.000188
F = -1.000000 | I = 2667 | calculated -0.000187
F = 1.000000 | I = 2668 | calculated 0.000187
F = -1.000000 | I = 2669 | calculated -0.000187
F = 1.000000 | I = 2670 | calculated 0.000187
F = -1.000000 | I = 2671 | calculated -0.000187
F = 1.000000 | I = 2672 | calculated 0.000187
F = -1.000000 | I = 2673 | calculated -0.000187
F = 1.000000 | I = 2674 | calculated 0.000187
F = -1.000000 | I = 2675 | calculated -0.000187
F = 1.000000 | I = 2676 | calculated 0.000187
F = -1.000000 | I = 2677 | calculated -0.000187
F = 1.000000 | I = 2678 | calculated 0.000187
F = -1.000000 | I = 2679 | calculated -0.000187
F = 1.000000 | I = 2680 | calculated 0.000187
F = -1.000000 | I = 2681 | calculated -0.000186
F = 1.000000 | I = 2682 | calculated 0.000186
F = -1.000000 | I = 2683 | calculated -0.000186
F = 1.000000 | I = 2684 | calculated 0.000186
F = -1.000000 | I = 2685 | calculated -0.000186
F = 1.000000 | I = 2686 | calculated 0.000186
F = -1.000000 | I = 2687 | calculated -0.000186
F = 1.000000 | I = 2688 | calculated 0.000186
F = -1.000000 | I = 2689 | calculated -0.000186
F = 1.000000 | I = 2690 | calculated 0.000186
F = -1.000000 | I = 2691 | calculated -0.000186
F = 1.000000 | I = 2692 | calculated 0.000186
F = -1.000000 | I = 2693 | calculated -0.000186
F = 1.000000 | I = 2694 | calculated 0.000186
F = -1.000000 | I = 2695 | calculated -0.000185
